ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( ft);LOCATION Speed ( Kmh);LOCATION Accuracy ( ft);Temperature ( °F);Level (%);Voltage (Volt);Time since start in ms ; 
-0.5233; 1.6403; 10.3586; 0.0773; 0.0486; -0.1653; 117.38; -6.94; -3.24; 44.95502; -93.00489; 901.0; 66.6; 25.8; 66.0; 53.0; 3.744; 963731; 
-2.201; 1.486; 9.1707; 0.0624; 0.0208; -0.2005; 121.94; -8.34; -7.81; 44.95502; -93.00489; 901.0; 66.6; 25.8; 66.0; 53.0; 3.744; 964244; 
-1.8554; 1.3896; 9.2981; 0.0272; -0.0175; -0.225; 120.43; -8.71; -9.54; 44.95502; -93.00489; 901.0; 66.6; 25.8; 66.0; 53.0; 3.744; 964744; 
-3.6434; 1.925; 9.2371; 0.0901; -0.0815; -0.2463; 119.61; -10.08; -13.46; 44.95563; -93.0047; 900.6; 24.3; 29.0; 66.0; 53.0; 3.744; 965262; 
-3.2348; 2.6669; 9.6054; 0.0901; -0.0335; -0.289; 122.35; -11.89; -16.17; 44.95563; -93.0047; 900.6; 24.3; 29.0; 66.0; 53.0; 3.744; 965762; 
-3.9507; 2.8671; 9.3178; 0.0986; 0.0; -0.3242; 126.01; -12.61; -20.11; 44.95563; -93.0047; 900.6; 24.3; 29.0; 66.0; 53.0; 3.744; 966328; 
-4.1631; 3.0083; 9.269; 0.0848; -0.0229; -0.3252; 126.61; -12.95; -22.7; 44.95563; -93.0047; 900.6; 24.3; 29.0; 66.0; 53.0; 3.744; 966832; 
-4.1346; 2.6546; 9.0466; 0.0752; -0.0357; -0.2645; 126.8; -13.15; -24.93; 44.95563; -93.0047; 900.6; 24.3; 29.0; 66.0; 53.0; 3.744; 967340; 
-4.1377; 2.1614; 8.7867; 0.0262; 0.0; -0.1813; 125.27; -12.26; -25.85; 44.95563; -93.0047; 900.6; 24.3; 29.0; 66.0; 53.0; 3.744; 967840; 
-4.2775; 1.5614; 9.3282; 0.0293; 0.0272; -0.111; 121.38; -9.64; -26.03; 44.95563; -93.0047; 900.6; 24.3; 29.0; 66.0; 53.0; 3.744; 968340; 
-4.2113; 0.8189; 8.8649; 0.0219; 0.0; -0.0832; 116.39; -8.66; 25.85; 44.95563; -93.0047; 900.6; 24.3; 29.0; 66.0; 53.0; 3.744; 968881; 
-4.0256; 0.3361; 9.1401; 0.0; 0.0; 0.0; 119.49; -5.58; -25.04; 44.954548; -93.004814; ; ; 138.7; 66.0; 53.0; 3.744; 969382; 
-4.0416; 0.3305; 9.1078; 0.0; 0.0317; 0.0; 118.63; -5.43; 25.01; 44.954548; -93.004814; ; ; 138.7; 66.0; 53.0; 3.744; 969886; 
-2.4676; 0.0939; 9.1234; 0.0; 0.1874; -0.075; 118.92; -3.42; -20.78; 44.954548; -93.004814; ; ; 138.7; 66.0; 53.0; 3.744; 970409; 
-3.411; -0.0361; 9.193; 0.0; 0.036; 0.0; 120.13; -2.44; 20.29; 44.954548; -93.004814; ; ; 138.7; 66.0; 53.0; 3.744; 970909; 
-3.4845; -0.129; 9.6682; 0.0; 0.0; 0.0; 119.32; -1.47; -20.55; 44.954548; -93.004814; ; ; 138.7; 66.0; 53.0; 3.744; 971409; 
-3.3909; -0.3429; 9.2443; -0.0345; -0.0215; 0.0; 119.74; -1.21; 20.54; 44.954548; -93.004814; ; ; 138.7; 66.0; 53.0; 3.744; 971946; 
-3.4651; -0.3569; 8.9952; 0.0; 0.0404; 0.0321; 118.82; 0.54; -20.61; 44.954548; -93.004814; ; ; 138.7; 66.0; 53.0; 3.744; 972447; 
-3.4807; -0.2226; 9.4918; 0.0; 0.0222; 0.0328; 120.53; 0.54; 20.61; 44.954548; -93.004814; ; ; 138.7; 66.0; 53.0; 3.744; 972947; 
-3.4708; -0.1117; 9.4504; 0.0; 0.0339; 0.0; 119.18; 0.67; -20.66; 44.954548; -93.004814; ; ; 138.7; 66.0; 53.0; 3.744; 973461; 
-3.496; 0.1238; 9.5337; 0.0; -0.0194; 0.0; 119.63; 0.19; -20.64; 44.95584; -93.003586; 920.0; 50.399998; 32.3; 66.0; 53.0; 3.744; 973964; 
-3.447; 0.2551; 8.952; 0.0209; 0.019; 0.0; 119.89; -0.24; -20.5; 44.95584; -93.003586; 920.0; 50.399998; 32.3; 66.0; 53.0; 3.744; 974464; 
-3.4036; 0.2438; 9.153; 0.0197; 0.0; 0.0; 120.11; -0.79; -20.44; 44.95584; -93.003586; 920.0; 50.399998; 32.3; 66.0; 53.0; 3.744; 974964; 
-2.2804; 0.4155; 9.8063; 0.0175; 0.0; 0.0; 120.19; -1.34; -18.22; 44.95584; -93.003586; 920.0; 50.399998; 32.3; 66.0; 53.0; 3.744; 975465; 
-2.9953; 0.2268; 9.7861; 0.0397; 0.0; 0.0206; 120.39; -1.73; -17.41; 44.95584; -93.003586; 920.0; 50.399998; 32.3; 66.0; 53.0; 3.744; 975969; 
-2.9755; 0.4016; 9.3792; 0.0; 0.0; 0.0; 120.51; -2.19; -17.37; 44.95584; -93.003586; 920.0; 50.399998; 32.3; 66.0; 53.0; 3.744; 976471; 
-2.9688; 0.4066; 9.6919; 0.0; 0.0; 0.0; 120.58; -2.25; -17.57; 44.95584; -93.003586; 920.0; 50.399998; 32.3; 66.0; 53.0; 3.744; 976972; 
-2.8397; 0.538; 9.4127; 0.0; 0.0; 0.0; 120.62; -2.53; -17.42; 44.95584; -93.003586; 920.0; 50.399998; 32.3; 66.0; 53.0; 3.744; 977493; 
-2.9938; 0.7905; 9.4247; 0.0; 0.0; 0.0; 120.08; -2.66; 17.48; 44.95584; -93.003586; 920.0; 50.399998; 32.3; 66.0; 53.0; 3.744; 977993; 
-3.0047; 0.6314; 9.6635; 0.047; 0.0; 0.0; 120.85; -3.53; -17.69; 44.95584; -93.003586; 920.0; 50.399998; 32.3; 66.0; 53.0; 3.744; 978510; 
-2.996; 0.6543; 9.7679; 0.0; 0.0; 0.0; 120.17; -3.59; 17.58; 44.95583; -93.00251; 921.3; 59.399998; 35.5; 66.0; 53.0; 3.744; 979010; 
-2.9384; 0.3386; 9.5471; 0.0; 0.0; 0.0; 120.63; -2.91; -17.4; 44.95583; -93.00251; 921.3; 59.399998; 35.5; 66.0; 53.0; 3.744; 979511; 
-2.8879; 0.4386; 9.2448; 0.0; -0.059; 0.0; 120.65; -2.89; -17.43; 44.95583; -93.00251; 921.3; 59.399998; 35.5; 66.0; 53.0; 3.744; 980011; 
-2.8291; 0.4679; 9.4037; 0.0; 0.0; 0.0; 120.62; -2.96; -17.43; 44.95583; -93.00251; 921.3; 59.399998; 35.5; 66.0; 53.0; 3.744; 980522; 
-2.9361; 0.5344; 9.5759; 0.0; 0.0; 0.0; 120.66; -2.83; -17.29; 44.95583; -93.00251; 921.3; 59.399998; 35.5; 66.0; 53.0; 3.744; 981048; 
-2.8399; 0.2896; 9.5253; -0.0336; -0.0718; 0.0; 120.64; -2.48; -17.22; 44.95583; -93.00251; 921.3; 59.399998; 35.5; 66.0; 53.0; 3.744; 981548; 
-2.9206; 0.4223; 9.3894; 0.0; -0.0632; 0.0; 120.75; -2.55; -17.15; 44.95583; -93.00251; 921.3; 59.399998; 35.5; 66.0; 53.0; 3.744; 982048; 
-2.8528; 0.3883; 9.3121; 0.0; 0.0; 0.0; 120.89; -2.52; -16.94; 44.95583; -93.00251; 921.3; 59.399998; 35.5; 66.0; 53.0; 3.744; 982549; 
-2.9167; 0.4377; 9.7226; 0.0; 0.0; 0.0; 120.99; -2.4; -17.14; 44.95583; -93.00251; 921.3; 59.399998; 35.5; 66.0; 53.0; 3.744; 983050; 
-2.8475; 0.4645; 9.1056; -0.0241; 0.0264; 0.0; 121.2; -2.61; -17.04; 44.95583; -93.00251; 921.3; 59.399998; 35.5; 66.0; 53.0; 3.744; 983554; 
-2.8897; 0.3049; 9.5603; 0.0; -0.0407; 0.0; 121.31; -2.15; -17.01; 44.955788; -93.00138; 922.6; 63.0; 48.4; 66.0; 53.0; 3.744; 984058; 
-2.8606; 0.0934; 9.362; 0.0; -0.0449; 0.0; 120.83; -1.51; -16.9; 44.955788; -93.00138; 922.6; 63.0; 48.4; 66.0; 53.0; 3.744; 984558; 
-2.9011; 0.3102; 9.4271; -0.0248; -0.0342; 0.0; 120.95; -1.52; -17.02; 44.955788; -93.00138; 922.6; 63.0; 48.4; 66.0; 53.0; 3.744; 985062; 
-2.9848; 0.4827; 9.7034; 0.0; 0.0; 0.0; 121.19; -1.72; -17.09; 44.955788; -93.00138; 922.6; 63.0; 48.4; 66.0; 53.0; 3.744; 985562; 
-2.8022; 0.4015; 9.2294; 0.0; 0.0702; 0.0; 121.5; -2.06; -17.1; 44.955788; -93.00138; 922.6; 63.0; 48.4; 66.0; 53.0; 3.744; 986073; 
-2.7992; 0.3792; 9.2599; 0.0; 0.0275; 0.0; 121.52; -2.08; -17.15; 44.955788; -93.00138; 922.6; 63.0; 48.4; 66.0; 53.0; 3.744; 986573; 
-2.9186; 0.482; 9.528; 0.0647; 0.0466; 0.018; 121.6; -2.39; -17.09; 44.955788; -93.00138; 922.6; 63.0; 48.4; 66.0; 53.0; 3.744; 987073; 
-2.7519; 0.3034; 9.5328; -0.0558; -0.0973; 0.0; 121.75; -2.5; -17.1; 44.955788; -93.00138; 922.6; 63.0; 48.4; 66.0; 53.0; 3.744; 987573; 
-2.7447; 0.0048; 9.4127; 0.0; -0.042; 0.0178; 121.8; -1.98; -17.06; 44.955788; -93.00138; 922.6; 63.0; 48.4; 66.0; 53.0; 3.744; 988074; 
-2.7495; 0.1358; 9.4969; 0.0329; 0.0304; 0.0219; 121.43; -1.45; -16.78; 44.955788; -93.00138; 922.6; 63.0; 48.4; 66.0; 53.0; 3.744; 988574; 
-2.8149; 0.6155; 9.481; 0.0; 0.0314; 0.0; 121.66; -2.02; -16.72; 44.955833; -93.00012; 923.5; 69.299995; 41.9; 66.0; 53.0; 3.744; 989091; 
-2.7501; 0.4944; 9.6831; 0.0; 0.0; 0.0; 121.79; -2.45; -16.54; 44.955833; -93.00012; 923.5; 69.299995; 41.9; 66.0; 53.0; 3.744; 989593; 
-2.8055; 0.4959; 9.4533; 0.0; 0.0251; 0.0; 121.74; -2.56; -16.33; 44.955833; -93.00012; 923.5; 69.299995; 41.9; 66.0; 53.0; 3.744; 990111; 
-2.561; 0.45; 9.4385; 0.0; 0.0; 0.0; 121.74; -2.55; -16.2; 44.955833; -93.00012; 923.5; 69.299995; 41.9; 66.0; 53.0; 3.744; 990613; 
-2.4059; 0.4591; 9.102; -0.0192; -0.044; 0.0; 121.8; -2.62; -15.71; 44.955833; -93.00012; 923.5; 69.299995; 41.9; 66.0; 53.0; 3.744; 991114; 
-2.5411; 0.2603; 9.684; 0.0; 0.021; 0.0185; 121.74; -2.2; -15.16; 44.955833; -93.00012; 923.5; 69.299995; 41.9; 66.0; 53.0; 3.744; 991648; 
-2.4268; 0.3175; 9.46; 0.0; 0.0; 0.0; 121.79; -1.88; -14.87; 44.955833; -93.00012; 923.5; 69.299995; 41.9; 66.0; 53.0; 3.744; 992148; 
-2.401; 0.2398; 9.4564; 0.0; 0.0392; 0.0; 121.81; -1.86; -14.52; 44.955833; -93.00012; 923.5; 69.299995; 41.9; 66.0; 53.0; 3.744; 992654; 
-2.3158; 0.4633; 9.4421; 0.0; 0.0; 0.0; 121.75; -2.0; -14.42; 44.955833; -93.00012; 923.5; 69.299995; 41.9; 66.0; 53.0; 3.744; 993154; 
-2.3766; 0.5779; 9.6723; 0.0; 0.0; 0.0; 122.02; -2.39; -13.85; 44.955833; -93.00012; 923.5; 69.299995; 41.9; 66.0; 53.0; 3.744; 993669; 
-2.3152; 0.5065; 9.6037; 0.0; -0.03; 0.0; 122.2; -2.54; 13.95; 44.95585; -92.99899; 925.8; 64.799995; 25.8; 66.0; 53.0; 3.744; 994169; 
-2.3425; 0.6152; 9.685; 0.0; 0.0; 0.0; 121.91; -2.9; -13.61; 44.95585; -92.99899; 925.8; 64.799995; 25.8; 66.0; 53.0; 3.744; 994670; 
-2.3512; 0.5796; 9.3701; 0.0; 0.0; 0.0; 121.94; -3.11; -13.78; 44.95585; -92.99899; 925.8; 64.799995; 25.8; 66.0; 53.0; 3.744; 995172; 
-2.2971; 0.5348; 9.6629; 0.0256; 0.0374; 0.0; 122.02; -3.14; -13.58; 44.95585; -92.99899; 925.8; 64.799995; 25.8; 66.0; 53.0; 3.744; 995674; 
-2.2793; 0.4357; 9.5365; 0.0; 0.0; 0.0; 122.09; -3.03; -13.51; 44.95585; -92.99899; 925.8; 64.799995; 25.8; 66.0; 53.0; 3.744; 996183; 
-2.2835; 0.3164; 9.5759; -0.019; -0.0328; 0.0; 122.07; -2.65; -13.47; 44.95585; -92.99899; 925.8; 64.799995; 25.8; 66.0; 53.0; 3.744; 996683; 
-2.2866; 0.4537; 9.2894; -0.0318; 0.0; 0.0; 122.11; -2.62; -13.42; 44.95585; -92.99899; 925.8; 64.799995; 25.8; 66.0; 53.0; 3.744; 997183; 
-2.3624; 0.4353; 9.7531; 0.0; 0.0472; 0.0; 122.2; -2.63; -13.48; 44.95585; -92.99899; 925.8; 64.799995; 25.8; 66.0; 53.0; 3.744; 997684; 
-2.3804; 0.5422; 9.5428; 0.0; -0.021; 0.0; 122.37; -2.93; -13.5; 44.955864; -92.9983; 926.1; 62.1; 22.6; 66.0; 53.0; 3.744; 998184; 
-2.3167; 0.7833; 9.5217; 0.0; 0.0; -0.0192; 122.46; -3.61; -13.67; 44.955864; -92.9983; 926.1; 62.1; 22.6; 66.0; 53.0; 3.744; 998719; 
-2.4067; 0.808; 9.6263; 0.0; -0.0285; 0.0; 122.51; -4.1; -13.72; 44.955864; -92.9983; 926.1; 62.1; 22.6; 66.0; 53.0; 3.744; 999219; 
-2.3323; 0.4652; 9.5295; 0.0; 0.0; 0.0; 122.37; -3.97; -13.8; 44.955864; -92.9983; 926.1; 62.1; 22.6; 66.0; 53.0; 3.744; 999729; 
-2.4806; 0.6612; 9.9033; 0.0; 0.0376; 0.0; 121.25; -3.71; 13.79; 44.955864; -92.9983; 926.1; 62.1; 22.6; 66.0; 53.0; 3.744; 1000260; 
-2.3401; 0.3214; 9.3843; -0.0254; -0.0552; 0.0; 122.1; -3.17; -13.8; 44.955864; -92.9983; 926.1; 62.1; 22.6; 66.0; 53.0; 3.744; 1000761; 
-2.3829; 0.2693; 9.6066; 0.0; 0.0; 0.0; 121.96; -2.76; -13.9; 44.955864; -92.9983; 926.1; 62.1; 22.6; 66.0; 53.0; 3.744; 1001262; 
-2.3359; 0.0951; 9.5813; 0.0; 0.0; 0.0; 121.66; -2.32; -13.87; 44.955864; -92.9983; 926.1; 62.1; 22.6; 66.0; 53.0; 3.744; 1001783; 
-2.3266; 0.3211; 9.4145; 0.0; 0.0322; 0.0; 121.32; -2.04; -13.95; 44.955864; -92.9983; 926.1; 62.1; 22.6; 66.0; 53.0; 3.744; 1002283; 
-2.4188; 0.3859; 9.888; 0.0; 0.0; 0.0; 121.36; -2.04; -14.05; 44.955864; -92.9983; 926.1; 62.1; 22.6; 66.0; 53.0; 3.744; 1002801; 
-2.3033; 0.5387; 9.5078; 0.0; 0.0; 0.0; 121.49; -2.35; -13.97; 44.95588; -92.99713; 924.2; 56.699997; 35.5; 66.0; 53.0; 3.744; 1003332; 
-2.1157; 0.5841; 9.5204; 0.027; 0.0; 0.0; 121.58; -2.58; -13.78; 44.95588; -92.99713; 924.2; 56.699997; 35.5; 66.0; 53.0; 3.744; 1003832; 
-2.1533; 0.7688; 9.7606; 0.0; 0.0407; 0.0; 121.52; -3.03; -13.3; 44.95588; -92.99713; 924.2; 56.699997; 35.5; 66.0; 53.0; 3.744; 1004332; 
-2.0389; 0.761; 9.8389; 0.0; 0.0257; 0.0; 121.51; -3.3; -12.94; 44.95588; -92.99713; 924.2; 56.699997; 35.5; 66.0; 53.0; 3.744; 1004858; 
-2.0883; 0.5124; 9.828; 0.0; -0.0233; 0.0; 121.44; -3.04; -12.52; 44.95588; -92.99713; 924.2; 56.699997; 35.5; 66.0; 53.0; 3.744; 1005391; 
-1.928; 0.4272; 9.353; -0.0304; -0.0393; 0.0; 121.5; -2.95; -12.26; 44.95588; -92.99713; 924.2; 56.699997; 35.5; 66.0; 53.0; 3.744; 1005913; 
-1.8912; 0.3932; 9.4012; 0.0; 0.03; 0.0; 121.7; -2.84; -12.12; 44.95588; -92.99713; 924.2; 56.699997; 35.5; 66.0; 53.0; 3.744; 1006414; 
-1.8648; 0.5196; 9.579; 0.0346; 0.1365; 0.0; 121.75; -2.98; -11.84; 44.95587; -92.99647; 923.5; 54.899998; 25.8; 66.0; 53.0; 3.744; 1006915; 
-1.8049; 0.5006; 9.8211; 0.0; 0.0737; 0.0; 121.72; -3.03; -11.65; 44.95587; -92.99647; 923.5; 54.899998; 25.8; 66.0; 53.0; 3.744; 1007415; 
-1.7606; 0.5414; 9.7425; 0.0; 0.0438; 0.0; 121.78; -2.99; -11.25; 44.95587; -92.99647; 923.5; 54.899998; 25.8; 66.0; 53.0; 3.744; 1007919; 
-1.6782; 0.448; 9.7551; 0.0; 0.0267; 0.0; 121.87; -2.87; -10.94; 44.95587; -92.99647; 923.5; 54.899998; 25.8; 66.0; 53.0; 3.744; 1008420; 
-1.1926; 0.4911; 9.8036; -0.0219; -0.0275; 0.0; 121.95; -2.82; -10.08; 44.95587; -92.99647; 923.5; 54.899998; 25.8; 66.0; 53.0; 3.744; 1008929; 
-1.0773; 0.598; 9.7181; 0.0; -0.0605; 0.0; 121.97; -2.86; -8.88; 44.95587; -92.99647; 923.5; 54.899998; 25.8; 66.0; 53.0; 3.744; 1009429; 
-0.9496; 0.4839; 9.6531; -0.0177; -0.0946; 0.0; 122.21; -3.22; -7.84; 44.95587; -92.99647; 923.5; 54.899998; 25.8; 66.9; 53.0; 3.719; 1009929; 
-0.62; 0.6658; 9.9482; 0.0; 0.044; 0.0; 122.24; -3.35; -6.55; 44.95587; -92.99647; 923.5; 54.899998; 25.8; 66.9; 53.0; 3.719; 1010429; 
-1.0216; 0.5799; 9.8337; -0.0379; -0.0509; 0.0; 122.27; -3.32; -6.36; 44.95587; -92.99647; 923.5; 54.899998; 25.8; 66.9; 53.0; 3.719; 1010939; 
-1.0257; 0.4854; 10.0184; 0.0218; 0.0397; 0.0; 122.35; -3.02; -5.97; 44.95587; -92.99647; 923.5; 54.899998; 25.8; 66.9; 53.0; 3.719; 1011439; 
-0.945; 0.5086; 9.7346; 0.0; 0.0546; 0.0; 122.44; -3.1; -6.12; 44.955925; -92.99562; 942.9; 36.899998; 41.9; 66.9; 53.0; 3.719; 1011939; 
-0.3762; 0.4723; 10.2621; 0.0197; 0.0504; 0.0; 122.63; -3.02; -5.22; 44.955925; -92.99562; 942.9; 36.899998; 41.9; 66.9; 53.0; 3.719; 1012449; 
-0.3943; 0.529; 10.0315; -0.0272; -0.0646; 0.0; 123.15; -3.01; -4.07; 44.955925; -92.99562; 942.9; 36.899998; 41.9; 66.9; 53.0; 3.719; 1012949; 
-2.3503; 0.1688; 9.5861; 0.0; 0.0; 0.0; 123.48; -2.68; -6.99; 44.955925; -92.99562; 942.9; 36.899998; 41.9; 66.9; 53.0; 3.719; 1013449; 
-3.5593; 0.3468; 9.275; 0.0; 0.0; 0.0; 123.57; -2.47; -10.19; 44.956158; -92.99809; ; ; 4541.9; 66.9; 53.0; 3.719; 1013962; 
-3.6226; 0.2298; 9.4036; 0.0; 0.0548; 0.0; 123.58; -2.2; -13.71; 44.956158; -92.99809; ; ; 4541.9; 66.9; 53.0; 3.719; 1014462; 
-3.7672; 0.2837; 9.4961; 0.0; 0.0249; 0.0; 123.31; -1.99; -16.98; 44.956158; -92.99809; ; ; 4541.9; 66.9; 53.0; 3.719; 1014962; 
-3.8823; 0.242; 9.4398; -0.0239; 0.0; 0.0; 123.06; -1.96; -18.21; 44.956158; -92.99809; ; ; 4541.9; 66.9; 53.0; 3.719; 1015462; 
-3.8865; 0.2955; 9.2852; 0.0; 0.0; 0.0; 122.52; -1.92; -20.02; 44.95588; -92.995316; 953.9; 29.699999; 25.8; 66.9; 53.0; 3.719; 1015962; 
-3.8377; 0.3197; 9.1632; 0.0; 0.0259; 0.0; 122.0; -2.05; -20.96; 44.95588; -92.995316; 953.9; 29.699999; 25.8; 66.9; 53.0; 3.719; 1016463; 
-3.7798; 0.4042; 9.1184; 0.0; -0.0551; 0.0; 121.57; -2.02; -21.49; 44.95588; -92.995316; 953.9; 29.699999; 25.8; 66.9; 53.0; 3.719; 1016965; 
-3.7395; 0.3651; 9.0452; 0.0346; 0.0345; 0.0; 121.25; -2.06; -21.68; 44.95588; -92.995316; 953.9; 29.699999; 25.8; 66.9; 53.0; 3.719; 1017467; 
-2.4098; 0.4841; 9.5087; 0.0324; 0.0474; 0.0; 120.85; -2.38; -19.77; 44.95588; -92.995316; 953.9; 29.699999; 25.8; 66.9; 53.0; 3.719; 1017967; 
-2.6134; 0.4199; 9.6501; 0.0431; 0.0495; 0.0; 120.34; -2.39; -18.14; 44.95588; -92.995316; 953.9; 29.699999; 25.8; 66.9; 53.0; 3.719; 1018468; 
-3.2014; 0.2346; 9.3196; 0.0; 0.0; 0.0; 118.5; -2.38; 18.32; 44.95588; -92.995316; 953.9; 29.699999; 25.8; 66.9; 53.0; 3.719; 1018968; 
-3.3741; 0.4827; 9.5744; 0.0; 0.0; 0.0; 119.28; -2.26; -18.78; 44.95588; -92.995316; 953.9; 29.699999; 25.8; 66.9; 53.0; 3.719; 1019485; 
-3.2176; 0.3928; 9.0918; 0.0; -0.0593; 0.0; 120.68; -2.25; 19.04; 44.95588; -92.995316; 953.9; 29.699999; 25.8; 66.9; 53.0; 3.719; 1019985; 
-3.2714; 0.4519; 9.2541; 0.026; 0.0217; 0.0; 119.75; -2.43; -19.22; 44.95588; -92.995316; 953.9; 29.699999; 25.8; 66.9; 53.0; 3.719; 1020485; 
-3.2837; 0.4616; 9.4097; -0.0198; -0.0508; 0.0; 119.88; -2.39; -19.33; 44.955887; -92.99465; 954.2; 37.8; 38.7; 66.9; 53.0; 3.719; 1020985; 
-2.9686; 0.2774; 9.1336; 0.0; 0.0; 0.0; 120.02; -2.22; -19.0; 44.955887; -92.99465; 954.2; 37.8; 38.7; 66.9; 53.0; 3.719; 1021485; 
-2.9867; 0.3299; 9.4208; -0.0261; 0.0356; 0.0; 120.21; -2.25; -18.66; 44.955887; -92.99465; 954.2; 37.8; 38.7; 66.9; 53.0; 3.719; 1021989; 
-2.9077; 0.3525; 9.5995; 0.0; 0.0398; 0.0; 120.27; -1.96; -18.3; 44.955887; -92.99465; 954.2; 37.8; 38.7; 66.9; 53.0; 3.719; 1022489; 
-2.7929; 0.2064; 9.2235; 0.0; 0.0; 0.0187; 120.39; -1.58; -17.77; 44.955887; -92.99465; 954.2; 37.8; 38.7; 66.9; 53.0; 3.719; 1022997; 
-2.7628; -0.0578; 9.3244; 0.0; 0.0238; 0.0216; 120.0; -1.22; -17.38; 44.955887; -92.99465; 954.2; 37.8; 38.7; 66.9; 53.0; 3.719; 1023499; 
-2.4929; -0.0205; 9.6254; 0.0; -0.0263; 0.0278; 119.75; -1.15; -17.24; 44.955887; -92.99465; 954.2; 37.8; 38.7; 66.9; 53.0; 3.719; 1023999; 
-2.3606; 0.2257; 9.67; -0.0269; -0.0359; 0.0; 119.33; -1.07; -16.32; 44.955887; -92.99465; 954.2; 37.8; 38.7; 66.9; 53.0; 3.719; 1024499; 
-2.4241; 0.2147; 9.8012; 0.0; 0.0; 0.0; 119.66; -1.3; -15.57; 44.955887; -92.99465; 954.2; 37.8; 38.7; 66.9; 53.0; 3.719; 1024999; 
-2.3223; 0.348; 9.5248; 0.0; 0.1005; 0.0; 120.08; -1.85; -15.29; 44.955887; -92.99465; 954.2; 37.8; 38.7; 66.9; 53.0; 3.719; 1025499; 
-2.0585; -0.1075; 8.5782; 0.0; -0.038; 0.0; 120.24; -1.63; -14.65; 44.95588; -92.99387; 955.8; 45.0; 41.9; 66.9; 53.0; 3.719; 1026000; 
-2.0368; 0.5142; 9.4912; 0.0; 0.025; 0.0; 120.99; -2.21; 14.52; 44.95588; -92.99387; 955.8; 45.0; 41.9; 66.9; 53.0; 3.719; 1026500; 
-2.1573; 0.619; 9.7691; 0.0; 0.0; 0.0; 120.71; -2.74; -13.84; 44.95588; -92.99387; 955.8; 45.0; 41.9; 66.9; 53.0; 3.719; 1027000; 
-2.1581; 0.6961; 9.8833; 0.0; 0.0802; -0.0174; 121.69; -3.06; 13.35; 44.95588; -92.99387; 955.8; 45.0; 41.9; 66.9; 53.0; 3.719; 1027552; 
-1.9723; 0.555; 9.5358; 0.0327; -0.0339; 0.0; 121.17; -3.46; -13.16; 44.95588; -92.99387; 955.8; 45.0; 41.9; 66.9; 53.0; 3.719; 1028053; 
-2.2194; 0.7827; 10.0702; 0.071; 0.0374; 0.0308; 121.35; -3.8; -12.95; 44.95588; -92.99387; 955.8; 45.0; 41.9; 66.9; 53.0; 3.719; 1028562; 
-2.1024; 0.6067; 9.4998; 0.0; 0.0; 0.0; 121.8; -4.27; -12.95; 44.95588; -92.99387; 955.8; 45.0; 41.9; 66.9; 53.0; 3.719; 1029063; 
-1.683; 0.8665; 9.8509; 0.0175; 0.0; 0.0; 121.68; -4.33; -12.42; 44.95588; -92.99387; 955.8; 45.0; 41.9; 66.9; 53.0; 3.719; 1029567; 
-0.8312; 0.7814; 9.7934; 0.0; -0.0275; 0.0; 121.49; -4.5; -10.45; 44.95588; -92.99387; 955.8; 45.0; 41.9; 66.9; 53.0; 3.719; 1030073; 
-0.4655; 0.695; 9.8705; 0.0; 0.0; 0.0; 121.31; -4.41; -8.14; 44.95588; -92.99387; 955.8; 45.0; 41.9; 66.9; 53.0; 3.719; 1030573; 
-0.4232; 0.685; 9.9052; 0.0; 0.0215; 0.0; 121.44; -4.36; -6.54; 44.955914; -92.99306; 951.0; 43.199997; 25.8; 66.9; 53.0; 3.719; 1031073; 
-0.625; 0.5049; 10.0697; 0.0347; 0.0694; 0.0; 121.65; -4.12; -5.52; 44.955914; -92.99306; 951.0; 43.199997; 25.8; 66.9; 53.0; 3.719; 1031606; 
-0.9173; -0.0463; 9.8702; -0.0547; -0.019; 0.0631; 121.53; -3.19; -5.41; 44.955914; -92.99306; 951.0; 43.199997; 25.8; 66.9; 53.0; 3.719; 1032106; 
-0.9965; -1.1022; 9.9574; -0.0749; 0.0; 0.2187; 118.19; 0.3; -5.47; 44.955914; -92.99306; 951.0; 43.199997; 25.8; 66.9; 53.0; 3.719; 1032626; 
-2.0795; -2.2515; 9.8206; -0.1879; 0.0982; 0.3061; 113.01; 4.56; -8.41; 44.955914; -92.99306; 951.0; 43.199997; 25.8; 66.9; 53.0; 3.719; 1033127; 
-2.1744; -3.4041; 9.4446; -0.2071; 0.0; 0.402; 106.34; 11.32; -11.06; 44.955914; -92.99306; 951.0; 43.199997; 25.8; 66.9; 53.0; 3.719; 1033633; 
-2.4163; -3.081; 9.7106; -0.1058; 0.0236; 0.4596; 103.33; 14.21; -14.93; 44.955914; -92.99306; 951.0; 43.199997; 25.8; 66.9; 53.0; 3.719; 1034133; 
-2.7558; -3.474; 9.5319; -0.1026; 0.0418; 0.4734; 100.73; 15.07; -18.8; 44.955914; -92.99306; 951.0; 43.199997; 25.8; 66.9; 53.0; 3.719; 1034640; 
